Brand,Model,Fuel_Type,Mileage
Renault,Duster,Electric,15.5
Hyundai,Verna,Diesel,12.0
Tata Motors,Altroz,Diesel,17.6
Volkswagen,Virtus,CNG,16.3
Renault,Kiger,Electric,20.0
Renault,Duster,Petrol,26.6
Tata Motors,Altroz,Petrol,10.2
Skoda,Slavia,Diesel,25.6
Mahindra,Bolero,CNG,23.5
Mahindra,XUV700,Diesel,13.0
Renault,Kwid,CNG,24.1
Tata Motors,Tiago,CNG,19.1
Mahindra,Scorpio,Petrol,16.6
Volkswagen,Vento,Electric,13.1
Kia,Carnival,Diesel,17.2
Skoda,Kushaq,Electric,19.8
Volkswagen,Vento,Petrol,17.6
Tata Motors,Tiago,Petrol,10.7
Hyundai,Venue,CNG,24.0
Tata Motors,Tiago,CNG,25.5
Honda,WR-V,CNG,29.4
Renault,Lodgy,CNG,17.5
Tata Motors,Harrier,Petrol,14.3
Skoda,Slavia,Petrol,25.9
Maruti Suzuki,Baleno,CNG,10.5
Honda,Civic,CNG,15.9
Hyundai,i20,Diesel,21.4
Hyundai,Creta,Petrol,29.6
Toyota,Innova,Electric,22.9
Volkswagen,Vento,Petrol,24.6
Tata Motors,Tiago,Electric,17.0
Hyundai,Verna,Electric,19.2
Hyundai,Creta,Petrol,22.4
Hyundai,i20,Petrol,26.5
Skoda,Kushaq,Diesel,15.1
Volkswagen,Virtus,Electric,28.7
Maruti Suzuki,Baleno,Electric,14.4
Maruti Suzuki,WagonR,Petrol,23.5
Maruti Suzuki,Ertiga,Electric,28.2
Tata Motors,Altroz,Diesel,12.6
Hyundai,i10,Diesel,29.0
Hyundai,i10,CNG,29.2
Hyundai,Verna,CNG,26.1
Tata Motors,Punch,CNG,20.9
Hyundai,Creta,CNG,22.2
Tata Motors,Altroz,Petrol,25.5
Skoda,Rapid,CNG,16.2
Skoda,Rapid,Petrol,20.8
Hyundai,i10,Petrol,20.6
Volkswagen,Virtus,Diesel,28.3
Skoda,Rapid,Electric,15.9
Honda,Civic,Diesel,26.1
Honda,Jazz,Electric,27.9
Mahindra,XUV700,Electric,23.4
Honda,Jazz,Electric,10.2
Volkswagen,Taigun,Petrol,28.7
Renault,Triber,Electric,27.9
Volkswagen,Virtus,Diesel,12.9
Skoda,Superb,Diesel,23.1
Honda,Jazz,Diesel,14.0
Toyota,Fortuner,Petrol,15.7
Toyota,Urban Cruiser,Diesel,17.8
Skoda,Slavia,CNG,25.9
Toyota,Camry,Diesel,20.6
Toyota,Innova,Electric,23.7
Renault,Kiger,Diesel,26.8
Kia,Sonet,Diesel,12.2
Kia,Carens,CNG,26.1
Renault,Lodgy,CNG,27.2
Kia,Carnival,Electric,16.6
Kia,EV6,Petrol,11.0
Hyundai,Venue,Diesel,19.2
Renault,Kwid,Electric,20.9
Mahindra,XUV700,CNG,28.1
Maruti Suzuki,Baleno,CNG,20.8
Mahindra,XUV300,CNG,14.7
Skoda,Octavia,Diesel,24.7
Kia,Carens,CNG,16.9
Honda,Jazz,CNG,22.1
Hyundai,Verna,Electric,29.3
Renault,Lodgy,CNG,22.4
Toyota,Innova,Electric,19.6
Toyota,Glanza,Diesel,10.5
Renault,Kwid,Diesel,10.5
Toyota,Glanza,Petrol,21.2
Renault,Lodgy,CNG,28.5
Maruti Suzuki,Ertiga,Diesel,11.1
Toyota,Innova,Petrol,14.9
Renault,Kiger,Petrol,26.1
Skoda,Slavia,Electric,10.6
Volkswagen,Tiguan,Petrol,27.4
Volkswagen,Virtus,Petrol,25.6
Kia,EV6,Electric,21.9
Toyota,Glanza,Diesel,23.8
Mahindra,Bolero,Petrol,17.1
Tata Motors,Punch,Electric,23.3
Kia,Carens,CNG,30.0
Honda,Civic,Electric,17.8
Renault,Kwid,Diesel,14.3
Tata Motors,Tiago,CNG,18.0
Skoda,Kushaq,Diesel,29.0
Renault,Kiger,Electric,26.2
Honda,Amaze,CNG,10.5
Mahindra,Thar,CNG,27.0
Toyota,Innova,Petrol,17.3
Kia,Sonet,Diesel,16.6
Skoda,Kushaq,Electric,27.9
Kia,Sonet,Electric,19.7
Toyota,Camry,Petrol,12.0
Tata Motors,Tiago,CNG,14.5
Tata Motors,Nexon,Petrol,28.8
Volkswagen,Polo,Electric,21.4
Hyundai,i20,Petrol,20.4
Tata Motors,Punch,CNG,23.9
Honda,WR-V,Diesel,23.2
Maruti Suzuki,Dzire,Petrol,11.5
Hyundai,Verna,Petrol,16.5
Toyota,Fortuner,Diesel,29.1
Honda,WR-V,CNG,18.8
Tata Motors,Harrier,Electric,16.0
Mahindra,Bolero,CNG,18.6
Renault,Duster,Diesel,10.4
Volkswagen,Tiguan,Petrol,27.1
Skoda,Octavia,Petrol,11.6
Mahindra,XUV300,Electric,16.8
Volkswagen,Virtus,CNG,23.1
Hyundai,i20,Electric,10.3
Skoda,Slavia,CNG,19.5
Maruti Suzuki,Baleno,Diesel,17.2
Hyundai,Creta,Electric,22.7
Renault,Duster,Electric,14.7
Kia,Seltos,Petrol,13.4
Renault,Duster,Diesel,11.4
Kia,Seltos,CNG,20.0
Toyota,Fortuner,Petrol,11.3
Kia,Carens,CNG,25.0
Maruti Suzuki,Baleno,Petrol,28.6
Skoda,Superb,Electric,12.3
Maruti Suzuki,Baleno,Electric,16.7
Honda,City,CNG,12.0
Volkswagen,Virtus,Diesel,19.6
Renault,Kiger,CNG,12.9
Toyota,Camry,Petrol,18.3
Volkswagen,Tiguan,Diesel,21.1
Honda,Amaze,CNG,27.1
Renault,Duster,Petrol,15.1
Mahindra,Scorpio,Electric,14.6
Honda,Jazz,Electric,12.0
Tata Motors,Altroz,CNG,24.1
Toyota,Glanza,Diesel,26.8
Maruti Suzuki,Ertiga,Electric,24.1
Skoda,Octavia,CNG,18.1
Toyota,Camry,Electric,18.8
Honda,Amaze,Diesel,15.2
Kia,Seltos,Electric,17.7
Hyundai,i10,Diesel,13.3
Skoda,Octavia,Electric,23.3
Volkswagen,Vento,Electric,10.0
Kia,Carens,Electric,13.5
Toyota,Innova,Diesel,26.4
Kia,Seltos,Petrol,15.8
Honda,Amaze,CNG,21.8
Honda,City,Petrol,22.5
Volkswagen,Virtus,Electric,28.6
Mahindra,XUV300,Diesel,28.3
Tata Motors,Nexon,Petrol,14.4
Mahindra,XUV300,Petrol,19.9
Kia,EV6,CNG,16.7
Toyota,Glanza,Petrol,19.8
Tata Motors,Altroz,CNG,16.4
Volkswagen,Virtus,CNG,25.1
Skoda,Octavia,Diesel,29.6
Mahindra,Bolero,Petrol,16.7
Kia,EV6,Electric,19.9
Renault,Duster,Petrol,16.2
Maruti Suzuki,Dzire,CNG,24.7
Volkswagen,Taigun,Electric,20.1
Hyundai,Venue,Electric,15.8
Skoda,Kushaq,Petrol,13.5
Tata Motors,Nexon,Electric,26.7
Mahindra,XUV300,CNG,22.3
Skoda,Slavia,Petrol,15.3
Kia,Carens,Petrol,15.4
Volkswagen,Vento,Electric,13.4
Renault,Kiger,Diesel,28.4
Renault,Triber,Electric,10.9
Hyundai,i20,Electric,24.2
Maruti Suzuki,WagonR,Petrol,21.3
Tata Motors,Tiago,CNG,24.2
Volkswagen,Tiguan,Diesel,20.0
Hyundai,Verna,Electric,21.9
Tata Motors,Altroz,Petrol,12.2
Maruti Suzuki,WagonR,CNG,19.3
Kia,Sonet,Petrol,26.3
Hyundai,i10,Electric,15.0
Tata Motors,Altroz,CNG,22.8
Renault,Kwid,Diesel,28.4
Tata Motors,Punch,Diesel,15.8
Toyota,Camry,CNG,11.7
Volkswagen,Vento,Electric,24.8
Renault,Triber,Diesel,28.8
Mahindra,Thar,Diesel,10.0
Skoda,Octavia,Electric,23.9
Hyundai,i20,Diesel,12.1
Skoda,Octavia,CNG,15.2
Skoda,Octavia,CNG,17.3
Hyundai,Creta,Diesel,14.6
Renault,Kwid,CNG,12.7
Kia,Seltos,Electric,24.8
Renault,Kwid,Diesel,21.6
Tata Motors,Altroz,CNG,13.7
Skoda,Kushaq,Petrol,26.7
Volkswagen,Taigun,Electric,29.5
Kia,Seltos,CNG,20.3
Kia,EV6,Diesel,26.9
Skoda,Superb,Electric,14.5
Hyundai,i10,Petrol,12.7
Volkswagen,Polo,Electric,10.4
Tata Motors,Harrier,Diesel,25.6
Toyota,Fortuner,Electric,16.1
Maruti Suzuki,Swift,Petrol,11.5
Hyundai,Verna,Diesel,18.9
Volkswagen,Virtus,Petrol,22.7
Renault,Triber,Electric,24.3
Tata Motors,Punch,CNG,23.2
Honda,WR-V,Electric,15.0
Hyundai,Venue,Electric,26.9
Maruti Suzuki,Dzire,CNG,16.0
Kia,Carnival,CNG,19.0
Kia,Carens,CNG,21.3
Skoda,Rapid,Petrol,23.3
Hyundai,Creta,CNG,28.9
Tata Motors,Nexon,Diesel,27.1
Honda,Civic,Petrol,25.6
Skoda,Octavia,CNG,16.8
Honda,Jazz,CNG,17.3
Mahindra,Scorpio,Electric,29.8
Tata Motors,Tiago,Petrol,28.6
Hyundai,i20,CNG,23.4
Honda,Civic,Electric,23.7
Skoda,Rapid,CNG,24.4
Kia,Sonet,Diesel,14.4
Maruti Suzuki,Swift,Electric,27.2
Mahindra,Bolero,Petrol,26.4
Hyundai,Verna,Electric,16.0
Honda,City,Diesel,18.1
Renault,Duster,CNG,11.9
Toyota,Glanza,Diesel,23.2
Kia,Sonet,CNG,12.5
Hyundai,Verna,Petrol,17.9
Tata Motors,Punch,CNG,12.2
Volkswagen,Tiguan,Electric,26.8
Toyota,Glanza,CNG,20.1
Volkswagen,Tiguan,Petrol,19.4
Kia,Sonet,Petrol,28.9
Tata Motors,Altroz,Electric,17.4
Toyota,Urban Cruiser,Petrol,27.5
Honda,Jazz,Diesel,10.3
Skoda,Kushaq,Diesel,17.4
Volkswagen,Tiguan,CNG,24.9
Maruti Suzuki,Baleno,Diesel,15.6
Maruti Suzuki,Baleno,Electric,25.2
Honda,WR-V,Electric,28.2
Mahindra,Scorpio,Electric,25.1
Maruti Suzuki,Baleno,Petrol,23.8
Maruti Suzuki,Dzire,Electric,27.3
Mahindra,XUV300,CNG,30.0
Maruti Suzuki,WagonR,Petrol,13.3
Mahindra,Scorpio,Diesel,22.8
Toyota,Innova,Diesel,23.3
Honda,City,CNG,28.4
Skoda,Kushaq,Electric,16.8
Volkswagen,Virtus,Electric,25.3
Kia,EV6,Petrol,15.1
Mahindra,Thar,CNG,16.6
Toyota,Innova,Electric,25.5
Skoda,Kushaq,CNG,27.2
Tata Motors,Nexon,CNG,24.7
Mahindra,Bolero,Petrol,28.7
Skoda,Octavia,Diesel,12.8
Toyota,Innova,Diesel,19.3
Honda,Civic,Electric,26.3
Tata Motors,Tiago,Petrol,20.8
Maruti Suzuki,Ertiga,Electric,19.7
Hyundai,Venue,Petrol,28.4
Hyundai,Verna,CNG,24.4
Honda,Amaze,Petrol,13.7
Renault,Kiger,Diesel,28.6
Maruti Suzuki,Ertiga,CNG,20.6
Kia,EV6,Electric,14.7
Volkswagen,Tiguan,CNG,14.6
Tata Motors,Nexon,Diesel,14.6
Mahindra,XUV700,CNG,23.7
Mahindra,Scorpio,CNG,13.9
Volkswagen,Vento,Electric,13.7
Toyota,Fortuner,CNG,13.7
Volkswagen,Polo,Petrol,13.6
Maruti Suzuki,Swift,CNG,16.4
Volkswagen,Virtus,Electric,18.4
Skoda,Slavia,Electric,19.8
Mahindra,Bolero,CNG,29.8
Kia,Carens,Petrol,25.3
Hyundai,Verna,Petrol,22.1
Maruti Suzuki,Ertiga,Electric,16.3
Kia,Carnival,Petrol,19.9
Maruti Suzuki,Swift,Petrol,20.1
Volkswagen,Virtus,Diesel,19.6
Volkswagen,Tiguan,Diesel,21.1
Mahindra,Thar,Diesel,15.6
Volkswagen,Taigun,Diesel,15.9
Hyundai,Creta,CNG,18.7
Kia,EV6,CNG,24.4
Kia,Sonet,CNG,26.5
Hyundai,Verna,CNG,20.3
Kia,Carnival,Petrol,15.2
Honda,WR-V,Electric,28.4
Toyota,Urban Cruiser,CNG,24.5
Toyota,Innova,CNG,27.3
Renault,Kwid,Petrol,28.3
Skoda,Rapid,Electric,20.3
Maruti Suzuki,Dzire,Petrol,28.0
Hyundai,i10,CNG,13.5
Hyundai,Verna,Petrol,25.5
Volkswagen,Virtus,Petrol,16.1
Maruti Suzuki,WagonR,CNG,24.3
Volkswagen,Vento,Electric,22.8
Honda,Civic,Diesel,22.8
Skoda,Octavia,Petrol,24.6
Renault,Kwid,Diesel,15.6
Hyundai,i10,Petrol,18.9
Tata Motors,Tiago,Electric,12.4
Honda,Amaze,Diesel,11.5
Skoda,Octavia,Diesel,11.4
Mahindra,Scorpio,Electric,26.9
Toyota,Glanza,Electric,12.9
Mahindra,Bolero,Petrol,15.0
Kia,Carnival,Electric,10.9
Maruti Suzuki,Swift,Petrol,16.0
Hyundai,i10,Petrol,19.6
Volkswagen,Virtus,Diesel,23.6
Skoda,Slavia,Petrol,13.1
Kia,Carnival,CNG,14.9
Kia,Seltos,Diesel,14.4
Renault,Triber,Electric,13.0
Mahindra,Bolero,Petrol,10.9
Kia,Seltos,Petrol,22.1
Volkswagen,Polo,Electric,12.8
Hyundai,Venue,Petrol,22.8
Maruti Suzuki,Baleno,Petrol,21.8
Mahindra,XUV300,CNG,26.3
Honda,Amaze,Petrol,15.4
Toyota,Fortuner,Diesel,12.1
Tata Motors,Tiago,Diesel,26.6
Skoda,Slavia,Electric,17.4
Tata Motors,Altroz,Diesel,28.8
Renault,Duster,CNG,16.8
Toyota,Innova,CNG,14.3
Mahindra,Scorpio,CNG,11.1
Honda,City,Petrol,10.9
Toyota,Innova,CNG,13.5
Skoda,Kushaq,Petrol,11.2
Volkswagen,Tiguan,Diesel,16.9
Renault,Duster,CNG,18.7
Maruti Suzuki,WagonR,Diesel,21.7
Mahindra,XUV300,Electric,28.3
Hyundai,Venue,Diesel,22.2
Renault,Kwid,Diesel,27.6
Tata Motors,Punch,CNG,14.4
Mahindra,XUV300,Electric,20.0
Honda,Civic,Electric,22.6
Maruti Suzuki,Ertiga,CNG,13.1
Tata Motors,Nexon,Petrol,12.3
Skoda,Rapid,CNG,21.9
Mahindra,Thar,CNG,13.5
Mahindra,Bolero,CNG,22.7
Maruti Suzuki,Baleno,Electric,10.6
Skoda,Slavia,Electric,29.1
Honda,Civic,Electric,10.1
Volkswagen,Virtus,CNG,30.0
Kia,Carnival,CNG,27.6
Kia,Carnival,Electric,11.1
Kia,Sonet,CNG,26.0
Toyota,Innova,Petrol,20.3
Toyota,Fortuner,Diesel,19.2
Maruti Suzuki,Dzire,Petrol,23.1
Hyundai,Verna,CNG,19.8
Mahindra,Thar,Diesel,21.0
Mahindra,XUV700,CNG,15.8
Mahindra,XUV700,Diesel,25.5
Tata Motors,Altroz,Petrol,23.7
Mahindra,Thar,Electric,28.0
Mahindra,Scorpio,CNG,28.6
Hyundai,i10,Electric,24.8
Renault,Lodgy,CNG,19.5
Maruti Suzuki,Swift,Diesel,18.6
Honda,WR-V,CNG,10.9
Tata Motors,Punch,Electric,16.4
Volkswagen,Virtus,Diesel,20.1
Mahindra,XUV700,CNG,14.8
Mahindra,Scorpio,CNG,18.4
Kia,Carnival,Diesel,23.6
Renault,Lodgy,Diesel,11.0
Maruti Suzuki,Swift,Electric,14.4
Skoda,Rapid,Electric,12.0
Renault,Duster,CNG,16.0
Skoda,Rapid,Diesel,17.1
Toyota,Innova,Petrol,25.2
Hyundai,Creta,Petrol,29.9
Skoda,Rapid,Electric,12.9
Maruti Suzuki,WagonR,Electric,23.0
Tata Motors,Punch,CNG,11.6
Renault,Kiger,Diesel,21.0
Toyota,Glanza,CNG,20.1
Hyundai,i10,Petrol,18.3
Honda,Jazz,Electric,15.6
Skoda,Superb,Diesel,24.9
Toyota,Camry,CNG,11.5
Skoda,Rapid,Diesel,17.5
Kia,EV6,CNG,18.0
Renault,Triber,Petrol,22.9
Mahindra,XUV700,Electric,17.4
Honda,City,Diesel,17.0
Kia,Seltos,CNG,25.4
Mahindra,Bolero,Electric,28.2
Mahindra,Thar,CNG,20.2
Hyundai,Venue,CNG,14.2
Renault,Kiger,Diesel,28.9
Honda,City,Petrol,29.9
Mahindra,XUV300,Petrol,28.7
Volkswagen,Polo,Electric,13.9
Volkswagen,Taigun,Electric,19.5
Volkswagen,Virtus,Electric,24.6
Mahindra,Scorpio,Diesel,28.7
Tata Motors,Nexon,CNG,23.0
Volkswagen,Taigun,Diesel,28.2
Toyota,Fortuner,CNG,18.4
Honda,City,CNG,15.7
Honda,City,CNG,29.6
Maruti Suzuki,Ertiga,Diesel,17.8
Volkswagen,Polo,CNG,25.0
Skoda,Slavia,Petrol,22.3
Hyundai,i10,Petrol,24.9
Volkswagen,Tiguan,Electric,21.4
Tata Motors,Nexon,Petrol,11.3
Toyota,Urban Cruiser,Diesel,26.8
Kia,Sonet,Petrol,14.6
Toyota,Urban Cruiser,Electric,22.4
Volkswagen,Vento,CNG,27.9
Kia,Carens,Petrol,22.1
Mahindra,Thar,Diesel,24.2
Toyota,Innova,Petrol,14.3
Tata Motors,Altroz,CNG,19.5
Honda,WR-V,CNG,28.5
Mahindra,Bolero,CNG,26.8
Volkswagen,Vento,Diesel,13.0
Kia,Carens,Petrol,21.3
Skoda,Octavia,CNG,14.2
Volkswagen,Vento,Diesel,25.7
Hyundai,i10,CNG,24.6
Toyota,Urban Cruiser,Diesel,14.4
Honda,WR-V,CNG,25.8
Hyundai,Venue,Electric,17.3
Volkswagen,Polo,CNG,19.0
Tata Motors,Punch,Diesel,26.6
Hyundai,Venue,Electric,10.9
Renault,Lodgy,Electric,24.6
Maruti Suzuki,Ertiga,CNG,29.9
Toyota,Glanza,Petrol,16.3
Maruti Suzuki,Ertiga,CNG,28.8
Hyundai,i10,Diesel,14.0
Maruti Suzuki,Ertiga,CNG,10.2
Hyundai,Creta,CNG,26.7
Kia,Sonet,Electric,11.3
Tata Motors,Harrier,CNG,11.6
Skoda,Superb,CNG,27.6
Toyota,Fortuner,Diesel,22.8
Renault,Duster,CNG,18.4
Tata Motors,Harrier,Diesel,15.3
Maruti Suzuki,Swift,Electric,24.7
Honda,WR-V,Electric,21.0
Volkswagen,Virtus,Diesel,27.0
Volkswagen,Polo,Petrol,23.1
Kia,Seltos,Electric,12.1
Hyundai,Venue,Petrol,20.5
Kia,Seltos,Petrol,18.5
Renault,Duster,CNG,17.5
Mahindra,Bolero,Diesel,23.5
Kia,EV6,Petrol,24.1
Skoda,Slavia,Petrol,21.5
Honda,Jazz,Electric,25.4
Honda,City,Diesel,20.3
Hyundai,Venue,Petrol,13.2
Volkswagen,Tiguan,CNG,22.8
Tata Motors,Nexon,Electric,19.4
Kia,EV6,Diesel,18.0
Mahindra,Scorpio,Diesel,27.1
Renault,Lodgy,Diesel,20.7
Maruti Suzuki,Dzire,Diesel,16.4
Maruti Suzuki,Dzire,CNG,27.8
Hyundai,Verna,CNG,27.3
Maruti Suzuki,Swift,Electric,17.7
Volkswagen,Virtus,CNG,25.0
Renault,Duster,Petrol,20.9
Honda,Jazz,Diesel,23.2
Toyota,Fortuner,Petrol,19.3
Skoda,Kushaq,Petrol,27.7
Skoda,Kushaq,Petrol,18.7
Skoda,Slavia,Electric,15.8
Maruti Suzuki,Swift,Petrol,29.8
Hyundai,Creta,Diesel,11.7
Volkswagen,Polo,Diesel,19.8
Maruti Suzuki,Ertiga,Electric,26.4
Honda,Amaze,Petrol,27.3
Tata Motors,Altroz,Diesel,10.9
Maruti Suzuki,WagonR,Petrol,20.6
Tata Motors,Punch,Petrol,14.1
Volkswagen,Taigun,CNG,19.6
Hyundai,Verna,Petrol,28.2
Renault,Duster,Electric,12.5
Honda,Civic,Petrol,21.1
Skoda,Octavia,Petrol,20.9
Skoda,Kushaq,Electric,20.3
Maruti Suzuki,Dzire,CNG,25.3
Honda,WR-V,Petrol,10.5
Volkswagen,Polo,Petrol,10.5
Hyundai,Venue,CNG,12.5
Volkswagen,Polo,Diesel,15.5
Renault,Kwid,Electric,25.9
Maruti Suzuki,Baleno,Electric,16.7
Renault,Kiger,CNG,25.8
Maruti Suzuki,Baleno,Petrol,10.2
Volkswagen,Virtus,Petrol,23.0
Maruti Suzuki,Swift,CNG,14.6
Volkswagen,Polo,Electric,25.4
Hyundai,Creta,CNG,22.8
Skoda,Octavia,Electric,13.5
Maruti Suzuki,Dzire,CNG,25.4
Volkswagen,Virtus,CNG,19.1
Hyundai,Venue,Petrol,16.9
Toyota,Urban Cruiser,Electric,16.8
Hyundai,Venue,Electric,21.1
Toyota,Urban Cruiser,CNG,16.6
Honda,Jazz,CNG,12.9
Hyundai,i20,Petrol,17.0
Hyundai,Verna,Electric,29.2
Skoda,Slavia,CNG,19.2
Hyundai,Creta,CNG,16.6
Hyundai,Verna,CNG,11.4
Tata Motors,Altroz,Petrol,19.1
Hyundai,Venue,CNG,18.4
Mahindra,Scorpio,Electric,21.4
Maruti Suzuki,WagonR,Electric,27.7
Kia,Carnival,Diesel,26.3
Skoda,Kushaq,Diesel,15.0
Tata Motors,Harrier,Diesel,21.7
Toyota,Camry,Electric,25.8
Kia,Carens,CNG,20.1
Hyundai,Creta,Electric,15.7
Maruti Suzuki,Swift,Petrol,21.3
Maruti Suzuki,Ertiga,Electric,22.8
Tata Motors,Punch,CNG,16.2
Tata Motors,Punch,Diesel,10.3
Tata Motors,Altroz,Electric,26.3
Mahindra,XUV700,Diesel,24.1
Kia,Carnival,CNG,15.0
Tata Motors,Nexon,Petrol,17.9
Hyundai,Creta,Electric,28.3
Honda,City,Petrol,19.7
Hyundai,Venue,Petrol,22.9
Kia,Carens,Diesel,24.6
Honda,WR-V,Petrol,11.4
Hyundai,Verna,Diesel,15.5
Skoda,Kushaq,Diesel,24.3
Volkswagen,Vento,Diesel,12.7
Hyundai,Creta,Diesel,19.6
Skoda,Octavia,Electric,19.2
Tata Motors,Tiago,CNG,29.9
Hyundai,Verna,CNG,27.2
Skoda,Kushaq,Electric,20.0
Toyota,Glanza,Petrol,26.6
Tata Motors,Punch,Petrol,14.9
Tata Motors,Punch,CNG,21.5
Hyundai,Verna,CNG,19.0
Honda,Amaze,Diesel,13.0
Kia,Seltos,Diesel,27.8
Honda,WR-V,CNG,26.4
Kia,EV6,Diesel,18.2
Maruti Suzuki,Ertiga,Petrol,17.2
Tata Motors,Tiago,Electric,21.9
Skoda,Superb,Petrol,20.7
Mahindra,Thar,Petrol,13.3
Kia,Carnival,CNG,15.1
Volkswagen,Virtus,CNG,24.6
Hyundai,i20,CNG,25.6
Hyundai,i10,CNG,25.8
Volkswagen,Tiguan,CNG,13.4
Maruti Suzuki,Ertiga,CNG,24.3
Mahindra,Thar,Electric,18.7
Honda,Jazz,Electric,11.9
Mahindra,Thar,CNG,25.9
Maruti Suzuki,WagonR,CNG,18.3
Skoda,Kushaq,Petrol,14.2
Skoda,Superb,CNG,27.5
Honda,Civic,CNG,13.4
Honda,Jazz,CNG,22.9
Mahindra,Bolero,CNG,15.7
Skoda,Superb,CNG,27.0
Volkswagen,Tiguan,Diesel,22.6
Honda,Jazz,Diesel,28.9
Kia,Carens,Petrol,25.5
Maruti Suzuki,WagonR,CNG,24.7
Mahindra,Bolero,Diesel,28.5
Hyundai,i20,CNG,19.4
Hyundai,i20,Electric,25.7
Toyota,Urban Cruiser,Electric,23.5
Volkswagen,Taigun,Electric,11.2
Toyota,Camry,Diesel,10.8
Honda,City,Petrol,29.7
Volkswagen,Tiguan,Electric,29.6
Mahindra,Scorpio,Petrol,29.7
Maruti Suzuki,Ertiga,CNG,29.5
Volkswagen,Tiguan,Electric,12.0
Toyota,Fortuner,Petrol,21.2
Honda,Amaze,Petrol,28.5
Mahindra,Thar,CNG,27.2
Maruti Suzuki,Dzire,Electric,14.0
Mahindra,XUV700,Petrol,20.4
Tata Motors,Tiago,Electric,26.2
Tata Motors,Altroz,CNG,29.2
Maruti Suzuki,Swift,Electric,26.4
Maruti Suzuki,Baleno,Petrol,26.7
Skoda,Rapid,CNG,13.9
Kia,EV6,CNG,22.2
Renault,Duster,CNG,13.9
Renault,Kwid,Petrol,27.4
Volkswagen,Polo,Diesel,10.6
Honda,Amaze,Electric,28.5
Honda,Amaze,Petrol,20.7
Maruti Suzuki,WagonR,Diesel,12.4
Renault,Kwid,Electric,12.0
Volkswagen,Taigun,Electric,18.4
Tata Motors,Nexon,Petrol,17.1
Renault,Duster,Diesel,26.5
Hyundai,i20,Diesel,22.6
Honda,WR-V,Petrol,17.4
Skoda,Rapid,Electric,19.4
Renault,Kiger,CNG,25.4
Hyundai,Creta,CNG,13.9
Tata Motors,Harrier,Petrol,13.6
Honda,Amaze,Electric,14.2
Mahindra,XUV700,Diesel,23.4
Mahindra,Scorpio,CNG,29.5
Tata Motors,Harrier,Diesel,12.2
Renault,Triber,Petrol,25.8
Volkswagen,Virtus,Diesel,23.6
Hyundai,Verna,Electric,12.6
Kia,Sonet,Diesel,27.9
Toyota,Urban Cruiser,Petrol,25.6
Kia,EV6,Diesel,21.7
Maruti Suzuki,Ertiga,CNG,20.1
Renault,Duster,CNG,19.1
Volkswagen,Vento,Electric,12.9
Hyundai,Venue,Diesel,12.7
Hyundai,Venue,Electric,19.3
Hyundai,i20,CNG,15.9
Honda,WR-V,Electric,23.0
Kia,Carens,Petrol,11.5
Maruti Suzuki,Dzire,Electric,16.7
Renault,Triber,Electric,13.6
Hyundai,i20,Electric,22.3
Toyota,Camry,Electric,22.5
Skoda,Slavia,CNG,27.1
Mahindra,XUV700,CNG,17.2
Skoda,Slavia,CNG,14.1
Tata Motors,Punch,Petrol,15.0
Skoda,Octavia,CNG,11.9
Maruti Suzuki,Dzire,Diesel,17.2
Skoda,Kushaq,Electric,18.3
Honda,Jazz,CNG,27.7
Kia,Carnival,Electric,15.9
Skoda,Kushaq,CNG,19.7
Hyundai,Creta,CNG,22.3
Hyundai,i20,Electric,16.8
Hyundai,Venue,Petrol,22.0
Tata Motors,Nexon,Electric,21.1
Honda,Civic,Diesel,28.2
Honda,City,CNG,10.4
Volkswagen,Vento,CNG,22.2
Maruti Suzuki,WagonR,Petrol,25.7
Maruti Suzuki,Dzire,Petrol,10.6
Volkswagen,Tiguan,CNG,16.0
Honda,Amaze,CNG,12.4
Hyundai,i10,Diesel,14.0
Mahindra,Bolero,Diesel,13.1
Toyota,Fortuner,Diesel,10.5
Kia,Carens,CNG,10.8
Maruti Suzuki,Dzire,Diesel,14.9
Hyundai,i20,Diesel,17.1
Renault,Triber,Electric,25.2
Honda,Amaze,Petrol,12.5
Volkswagen,Taigun,Petrol,14.9
Skoda,Slavia,Diesel,27.0
Mahindra,Scorpio,Diesel,26.8
Mahindra,XUV300,Petrol,14.4
Mahindra,Bolero,Petrol,11.6
Maruti Suzuki,Dzire,Petrol,12.0
Kia,EV6,Electric,25.7
Maruti Suzuki,Ertiga,Diesel,24.2
Tata Motors,Punch,CNG,21.0
Mahindra,Bolero,CNG,19.7
Renault,Lodgy,Petrol,21.9
Volkswagen,Taigun,Petrol,28.9
Skoda,Kushaq,Diesel,20.9
Renault,Kiger,Electric,27.7
Tata Motors,Tiago,Petrol,27.3
Renault,Kiger,CNG,20.2
Kia,EV6,Electric,19.7
Skoda,Kushaq,Electric,14.1
Kia,Carnival,Diesel,14.5
Honda,WR-V,Diesel,20.6
Honda,Jazz,Electric,14.4
Skoda,Kushaq,Electric,27.1
Hyundai,i10,Diesel,18.6
Mahindra,Thar,Diesel,17.2
Tata Motors,Tiago,Petrol,12.9
Maruti Suzuki,WagonR,Petrol,19.4
Renault,Kwid,Electric,17.4
Maruti Suzuki,WagonR,Electric,16.2
Toyota,Urban Cruiser,Electric,23.0
Kia,Seltos,Diesel,14.7
Hyundai,Venue,Diesel,19.9
Honda,Jazz,Diesel,24.2
Tata Motors,Nexon,Electric,29.4
